,Dates,URL,News,Price Direction Up,Price Direction Constant,Price Direction Down,Asset Comparision,Past Information,Future Information,Price Sentiment,Topic,Macro_Group,Probabilities,Dominant_Macro_Group,Macro_Group_Label
44,21-05-2018,https://www.metalsdaily.com/link/279813/gold-bulls-push-for-the-exits-on-strong-dollar-and-lack-of-fear.htm,gold bulls push for the exits on strong dollar and lack of fear,0,0,1,1,1,0,negative,-1,-1,"[-1.1029522096431348, -3.6261344253110774, -2.8944455617686624, -3.006560897088655, -4.066731483764286, -3.847410484793992, -3.617540977907658, -4.661678181587299, -4.499140054219069, -3.6911170084859295, -4.175753169654581, -2.6723005680851357, -5.768364584247139, -4.408289878621445, -3.2040885444621745, -3.7864273222905664, -5.6875621670097445, -2.828056950873405, -6.232409878399501, -5.983230694685883]",0,"Gold Market: Trends, Fluctuations, and Outlook"
45,14-04-2010,http://www.marketwatch.com/story/gold-ends-05-higher-at-115960-an-ounce-2010-04-14,"gold ends 0.5% higher, at $1,159.60 an ounce",1,0,0,0,1,0,positive,33,15,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12]",19,Gold Price Fluctuations in News
46,26-03-2015,"http://www.investing.com/news/commodities-news/gold-futures-soar-above-$1,200,-amid-escalating-conflict-in-yemen-334368","gold futures soar above $1,200, amid escalating conflict in yemen",1,0,0,0,1,0,positive,-1,-1,"[-2.305544720486298, -3.2661737277672533, -2.2345709943744376, -2.879550772504485, -3.1894937792193225, -3.371007541040217, -2.5904469996279853, -3.6182670281434204, -4.072265353056366, -3.2025794075466076, -3.67633859624161, -2.3600910105239548, -5.285904468787667, -3.7819701529655876, -3.097518534407615, -3.8105096338095, -5.424932570845631, -2.891373477626809, -5.705048185568224, -5.414329230079818]",2,"Gold Market: Trends, Fluctuations, and Outlook"
47,23-05-2013,http://www.marketwatch.com/story/gold-falls-after-fed-talk-boosts-dollar-2013-05-22,gold settles at its highest level in a week,1,0,0,0,1,0,positive,-1,-1,"[-3.3029355444859405, -4.373196098896256, -3.5983906799668524, -3.128548409680925, -4.442391955394694, -2.4968043413901055, -3.6849737934263618, -5.043005428936866, -3.1682606617201334, -4.690414383222428, -4.328974409996317, -2.411722952801546, -5.983214579096387, -5.180890776857678, -3.0323982555569278, -4.436296391475334, -5.823934109516302, -3.967333431783173, -6.203644950166623, -6.067350078091926]",11,"Gold Market: Trends, Fluctuations, and Outlook"
48,18-08-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-steady-buoyed-by-geopolitical-worries/articleshow/60112652.cms,"gold prices rise for a third day, buoyed by geopolitical worries",1,0,0,0,1,0,positive,-1,-1,"[-2.5183813390751086, -3.9123995557685216, -3.0997347204872, -3.222004029087006, -4.2686335191086835, -3.7832240258493743, -3.7867924255310443, -4.931848563118875, -4.199011605851728, -4.034630845544125, -4.117845915828103, -2.7117857403509023, -6.012586722504151, -4.72544956226261, -2.9364503897568643, -3.646202405181874, -5.875057619346089, -3.4040025428207823, -6.387502066380397, -6.206245718797735]",0,"Gold Market: Trends, Fluctuations, and Outlook"
49,01-12-2017,https://www.thehindubusinessline.com/markets/gold/gold-holds-near-312-week-low-as-investors-opt-for-riskier-assets/article9978905.ece,Gold holds near 3-1/2 week low as investors opt for riskier assets,0,1,1,0,1,0,negative,2,5,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Price Fluctuations and Market Factors
50,16-02-2018,http://www.marketwatch.com/story/firmer-gold-futures-head-for-weekly-gain-2018-02-16,"gold ends higher, logs biggest weekly gain since 2016",1,0,0,0,1,0,positive,42,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",8,Gold Market Price Fluctuations and News
51,16-06-2017,http://www.marketwatch.com/story/august-gold-rises-02-at-125750oz-2017-06-16,"August gold rises 0.2% at $1,257.50/oz.",1,0,0,0,1,0,positive,28,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",4,Fluctuations and Trends in Gold Prices
52,21-04-2004,http://www.marketwatch.com/story/gold-futures-at-seven-week-low-2004-04-21,gold futures at seven-week low,0,0,1,0,1,0,negative,44,4,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",3,Gold Price Fluctuations and Data
53,27-09-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-prices-steady-after-hawkish-yellen-comments/articleshow/60849877.cms,gold edges down as dollar gains on fed rate hike view,0,0,1,1,1,0,negative,3,7,"[-0.7287335322244797, -3.7336123996230026, -3.0566289593104847, -2.4982878805609503, -3.926745155263869, -3.9010275287484726, -3.490702599734775, -4.50237420487784, -4.617597505992639, -4.083932256339624, -4.386761932030825, -2.6761957852673373, -5.524109591083999, -4.502128924421768, -3.3442195099432346, -3.9436784632503215, -5.388825568004568, -2.9527905466091577, -6.024552043633609, -5.737260400102664]",0,**Gold Price Fluctuations & Fed Influence**
54,20-09-2018,https://www.metalsdaily.com/link/284308/van-eck-tighter-global-monetary-policy-to-support-gold-market.htm,van eck : tighter global monetary policy to support gold market,1,0,0,0,0,1,positive,1,5,"[-2.061568548652012, -3.6254087596040026, -3.0404678988902654, -3.34587729772562, -4.244470106039639, -3.953457806040539, -3.753485116173465, -4.770873536888567, -4.792370960657129, -4.168548211354098, -4.629632013365019, -2.943980574305518, -5.900499489985767, -4.390121725238887, -3.653260241694616, -4.188150781663389, -5.7098515231054385, -0.7109958427900027, -6.318629515909653, -6.091513938877461]",17,Gold Price Fluctuations and Market Factors
55,06-06-2018,https://www.thehindubusinessline.com/markets/gold/gold-rebounds-to-rs-31860-on-firm-global-cues/article24095236.ece,"Gold rebounds to Rs 31,860 on firm global cues",1,0,0,0,1,0,positive,0,5,"[-27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",2,Gold Price Fluctuations and Market Factors
56,29-07-2016,http://www.marketwatch.com/story/december-gold-gains-410-or-03-to-134530oz-2016-07-29,"december gold gains $4.10, or 0.3%, to $1,345.30/oz.",1,0,0,0,1,0,positive,29,16,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Price Fluctuations and Trends
57,11-09-2017,http://www.marketwatch.com/story/gold-prices-settle-at-lowest-level-in-more-than-a-week-2017-09-11,gold prices settle at lowest level in more than a week,0,0,1,0,1,0,negative,2,5,"[-2.6090054154906426, -3.8278076477326617, -2.944097183222787, -1.4808790472579998, -3.7440220312949117, -2.8204403768896227, -3.0513260575961545, -4.369002933304411, -3.1387119589332, -4.0565612384809535, -3.52644247839922, -2.131412100652579, -5.283597018573264, -4.599596393363994, -2.4241648883745226, -3.7538800732366537, -5.203491866176436, -3.2908110098194894, -5.565873548636017, -5.330465431037629]",3,Gold Price Fluctuations and Market Factors
58,29-09-2010,http://www.marketwatch.com/story/dec-gold-down-30-cents-at-1310oz-on-globex-2010-09-29,"dec. gold down 30 cents at $1,310/oz on globex",0,0,1,0,1,0,negative,41,1,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547]",16,**Gold Price Fluctuations and Trends**
59,13-09-2016,http://www.marketwatch.com/story/dec-gold-settles-at-132370oz-down-190-or-01-2016-09-13,"Dec. gold settles at $1,323.70/oz, down $1.90, or 0.1%",0,0,1,0,1,0,negative,21,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Fluctuations and Trends in Gold Prices
60,22-02-2017,http://www.marketwatch.com/story/gold-jumps-03-from-settlement-price-after-fed-minutes-to-123740-an-ounce-2017-02-22,"Gold jumps 0.3% from settlement price after Fed minutes to $1,237.40 an ounce",1,0,0,0,1,0,positive,16,8,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",3,Gold Price Fluctuations & Fed Influence
61,08-01-2010,http://www.marketwatch.com/story/gold-lost-1-to-112180-an-ounce-2010-01-08,"gold lost 1% to $1,121.80 an ounce",0,0,1,0,1,0,negative,41,1,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547]",16,**Gold Price Fluctuations and Trends**
62,09-03-2016,http://www.marketwatch.com/story/gold-futures-fall-for-a-third-straight-session-2016-03-09,gold futures fall for a third straight session,0,0,1,0,1,0,negative,5,20,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",14,Gold Futures: Price Fluctuations & Trends
63,31-08-2011,http://www.marketwatch.com/story/gold-has-best-monthly-performance-since-nov-2009-2011-08-31,gold has best monthly performance since nov. 2009,1,0,0,0,1,0,positive,6,3,"[-3.392508274081001, -4.350870488021474, -3.518504221972253, -3.389002251278329, -4.315009761626439, -3.300496824843951, -3.4436521428993485, -4.864331100331655, -2.1422827109936486, -4.676070694683273, -4.372335284155777, -1.910659647813125, -5.838001997689772, -5.135068600047875, -3.353534721876066, -4.404819609858955, -5.688233358653242, -4.031486553614888, -5.9776446778066665, -5.956334779568952]",11,Fluctuations and Trends in Gold Prices
64,02-10-2017,http://www.marketwatch.com/story/gold-prices-settle-at-lowest-level-in-nearly-8-weeks-2017-10-02,gold prices settle at lowest level in nearly 8 weeks,0,0,1,0,1,0,negative,2,5,"[-2.627536235128714, -3.8462540181050957, -2.9616855891143485, -1.429957663512604, -3.7584133541250533, -2.8400782862678513, -3.065675940540114, -4.384186957694127, -3.1557991727130186, -4.072900044332406, -3.5360226769564718, -2.1495789842476514, -5.2967536326574605, -4.6174754094861425, -2.4461492790362045, -3.772804621905934, -5.219903139655556, -3.30716057744676, -5.5806591866761, -5.343558850168533]",3,Gold Price Fluctuations and Market Factors
65,0201-04-27,http://www.marketwatch.com/story/gold-futures-climb-back-above-1200oz-on-comex-2015-04-27,"gold futures climb back above $1,200/oz on comex",1,0,0,0,1,0,positive,23,12,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",6,Gold Market Price Fluctuations and News
66,02-10-2003,http://www.marketwatch.com/story/metals-shares-turn-higher-gold-futures-still-lower-2003-10-02,metals shares turn higher; gold futures still lower,0,0,1,0,1,0,negative,18,3,"[-27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, 1.000088900581841e-12, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547, -27.631021115928547]",9,Fluctuations and Trends in Gold Prices
67,18-06-2012,https://economictimes.indiatimes.com/markets/commodities/gold-declines-first-time-in-seven-days-after-greek-elections/articleshow/14241472.cms,gold declines first time in seven days after greek elections,0,0,1,0,1,0,negative,1,5,"[-1.6711048203450298, -3.1263613555648466, -2.576015113891193, -2.821778931641237, -3.696812321540368, -3.4069438678012576, -3.210295604315366, -4.222042141553449, -4.286429031091537, -3.732214364214368, -4.131019668462587, -2.42134116980715, -5.348464439470005, -3.871011039467233, -3.157122313817077, -3.7025456888520845, -5.14343716375768, -1.4106547671073997, -5.763303244528678, -5.521370527357312]",17,Gold Price Fluctuations and Market Factors
68,26-10-2017,https://economictimes.indiatimes.com/markets/commodities/news/gold-edges-up-as-dollar-eases-ahead-of-ecb-meeting/articleshow/61233638.cms,gold gains on weaker dollar; markets brace for ecb decision,1,0,0,1,1,0,positive,3,7,"[-1.2896687594776641, -3.604089930155492, -2.8885736131836977, -2.544283217655544, -3.802887322260552, -3.7657430068553928, -3.3549231301378315, -4.371563550477851, -4.4787619744117055, -3.9062657532306186, -4.2382227123089296, -2.532437175365812, -5.415557196700701, -4.358524318393468, -3.1629559337357747, -3.7918086756030016, -5.29471706078188, -2.7620981336814463, -5.902662019053304, -5.613427084146806]",0,**Gold Price Fluctuations & Fed Influence**
